timestamp,Open,High,Low,Close,Volume,Volume (Currency),weekday_name,Average_Transaction_Price
2018-01-11,13356.7,14284.0,12910.1,13288.5,5239.87067453,71504739.43349154,Thursday,13646.279436067436
2018-01-12,13288.1,14062.9,12767.9,13739.5,9267.21640021,125826235.5432509,Friday,13577.565269804169
2018-01-13,13739.5,14800.0,13727.0,14187.2,10772.50440038,152726059.9831462,Saturday,14177.395924550172
2018-01-14,14187.2,14347.9,12504.0,13446.2,12718.20352082,169795487.3698419,Sunday,13350.58737595154
2018-01-15,13446.2,14198.3,13218.5,13546.8,10077.81056708,137557047.53229478,Monday,13649.497241160321
2018-01-16,13546.8,13577.2,10000.0,10973.5,20165.76151035,236984847.59707627,Tuesday,11751.842224031298
2018-01-17,10973.5,11460.1,9150.0,11000.2,20312.02916011,209496962.03976083,Wednesday,10313.935667795502
2018-01-18,11000.4,11808.9,10500.5,11047.2,15779.0197566,177213985.7233793,Thursday,11230.988265240925
2018-01-19,11036.5,11800.0,10561.0,11440.3,9094.53563831,102497146.87531537,Friday,11270.190249577381
2018-01-20,11440.3,12990.0,11440.3,12727.8,7278.89626505,90877067.50785737,Saturday,12485.006544770853
2018-01-21,12727.8,12735.6,11058.6,11528.4,10241.89319037,121428818.78803292,Sunday,11856.091108449275
2018-01-22,11528.4,11855.9,10030.0,10798.4,11319.63295436,123956618.2151326,Monday,10950.586358667048
2018-01-23,10803.6,11356.5,9970.0,10813.9,13878.3932544,147626204.15687597,Tuesday,10637.125022384895
2018-01-24,10813.9,11490.1,10483.8,11361.4,7987.09800889,87945276.48926526,Wednesday,11010.917405968752
2018-01-25,11361.4,11720.3,10970.0,11204.2,9044.94912137,102505298.34285401,Thursday,11332.877274087747
2018-01-26,11204.2,11668.6,10333.0,11130.0,10931.16625972,119509200.35378891,Friday,10932.886529607147
2018-01-27,11130.0,11626.5,10882.0,11462.0,7931.66726709,89036371.27658606,Saturday,11225.42944356919
2018-01-28,11462.0,13891.0,10600.0,11839.4,7218.68052367,85412386.07276832,Sunday,11832.132727401044
2018-01-29,11839.4,11944.0,11111.0,11265.0,6043.13654646,68988368.1768988,Monday,11415.986987305689
2018-01-30,11265.0,11287.7,9900.0,10211.9,11139.67513768,117611649.40856881,Tuesday,10557.906577611666
2018-01-31,10211.9,10402.8,9712.0,10289.9,10116.78278526,102071663.24607086,Wednesday,10089.340199612443
2018-02-01,10289.8,10300.0,8863.0,9224.9,15862.14619726,151107527.98913687,Thursday,9526.29777269604
2018-02-02,9222.3,9247.3,8050.0,8881.7,22365.96423478,194649355.39853486,Friday,8702.927061639804
2018-02-03,8881.7,9473.1,8260.0,9234.1,12128.46454956,108614320.71355073,Saturday,8955.323262044005
2018-02-04,9234.1,9367.1,7938.1,8188.0,11301.13813981,97312170.01302272,Sunday,8610.82917571157
2018-02-05,8188.0,8367.3,6680.0,6959.4,29016.891899360002,218799348.1705224,Monday,7540.412974945406
2018-02-06,6959.4,7858.8,6032.3,7677.6,46839.15164576,319404261.1594764,Tuesday,6819.172635215516
2018-02-07,7677.6,8499.9,7182.3,7596.4,16909.15774499,130281635.76912326,Wednesday,7704.797467379728
2018-02-08,7568.7,8700.8,7400.0,8271.0,4443.99913791,36561835.4079452,Thursday,8227.23728635558
2018-02-09,8287.2,8750.0,7760.0,8694.9,6551.51198328,53755407.45789766,Friday,8205.038408704113
2018-02-10,8685.2,9036.7,8153.1,8532.4,7792.1122651,66861733.22027805,Saturday,8580.694290012258
2018-02-11,8532.4,8535.0,7820.2,8060.0,9850.38686727,79983665.1912251,Sunday,8119.850140808967
2018-02-12,8063.0,8976.8,8063.0,8901.9,10781.75476645,93141558.0753926,Monday,8638.812521058702
2018-02-13,8901.9,8920.0,8360.0,8532.2,8843.74756717,76057418.57350576,Tuesday,8600.134501333821
2018-02-14,8544.9,9509.9,8520.0,9457.0,9648.98885633,86612000.05963652,Wednesday,8976.27734359095
2018-02-15,9464.4,10200.0,9321.6,10025.8,9768.32831886,94958221.8746497,Thursday,9721.03094562363
2018-02-16,10019.5,10274.9,9663.3,10172.0,9003.85536642,89648665.43919975,Friday,9956.697635720098
2018-02-17,10172.1,11091.3,10045.7,11060.0,9162.56332114,97545421.46006136,Saturday,10646.084293355238
2018-02-18,11062.5,11249.0,10112.0,10383.4,9888.0396609,104948279.00809403,Sunday,10613.658784469493
2018-02-19,10400.0,11235.9,10302.0,11153.7,9083.26690869,98330996.02222495,Monday,10825.509919580945
2018-02-20,11167.1,11774.0,11111.0,11206.7,9775.42067358,112077060.26092131,Tuesday,11465.190502116358
2018-02-21,11198.7,11270.0,10235.0,10450.0,9960.68371827,107933568.26551694,Wednesday,10835.959791348856
2018-02-22,10440.0,10919.2,9710.6,9825.2,8967.88800618,92134694.64216413,Thursday,10273.845366787784
2018-02-23,9825.4,10400.0,9560.0,10157.4,9508.14765976,95039343.52187534,Friday,9995.568739860555
2018-02-24,10140.1,10495.0,9350.0,9684.7,9268.80196065,92107700.9777639,Saturday,9937.390114580094
2018-02-25,9684.7,9839.7,9285.0,9585.9,9090.72710702,87188637.59177521,Sunday,9590.942128759623
2018-02-26,9585.9,10475.0,9320.1,10301.6,9831.4025503,96561689.17899781,Monday,9821.761308721032
2018-02-27,10301.6,10874.3,10130.0,10584.7,10121.44782815,106781535.6211841,Tuesday,10550.025790203737
2018-02-28,10578.1,11070.0,10288.0,10325.0,9869.01931815,105026530.72708921,Wednesday,10642.043281234248
2018-03-01,10325.0,11072.0,10233.0,10925.6,9725.1616145,103300519.13078912,Thursday,10621.98482920534
2018-03-02,10913.7,11188.1,10778.9,11019.3,9573.99009005,105121255.21453777,Friday,10979.879258887846
2018-03-03,11019.3,11520.0,11018.7,11450.0,9750.51599271,110709061.26659676,Saturday,11354.17462515509
2018-03-04,11450.0,11550.3,11067.5,11515.0,9400.37575453,105446566.59313837,Sunday,11217.27145240169
2018-03-05,11515.0,11684.6,11400.0,11452.0,9035.11690555,104081038.32791705,Monday,11519.611690246444
2018-03-06,11452.0,11452.0,10580.0,10721.2,9467.86693306,104786584.04809614,Tuesday,11067.602110270604
2018-03-07,10717.0,10899.3,9411.6,9903.3,10778.38177083,112006723.38539086,Wednesday,10391.794034288107
2018-03-08,9905.0,10099.0,9090.0,9301.7,10837.2301208,105660328.0666827,Thursday,9749.754032064688
2018-03-09,9286.0,9400.0,8350.0,9221.6,12575.62113948,111122235.09802152,Friday,8836.321790035765
2018-03-10,9221.6,9487.9,8700.0,8771.3,10237.34515496,94762993.86736576,Saturday,9256.598506054379
2018-03-11,8771.7,9709.4,8446.3,9525.0,9960.58018529,89400744.66524228,Sunday,8975.455545980267
2018-03-12,9525.0,9890.0,8763.8,9125.0,8443.5669533,80041697.45703322,Monday,9479.607125724338
2018-03-13,9122.5,9489.0,8850.0,9134.9,7553.60152642,69066544.63344982,Tuesday,9143.525031321535
2018-03-14,9137.9,9344.0,7929.7,8188.2,7152.98060917,62547307.86893612,Wednesday,8744.230033106973
2018-03-15,8177.0,8421.8,7670.0,8248.9,8829.89937453,71260955.29113688,Thursday,8070.415331876869
2018-03-16,8247.9,8600.0,7906.5,8255.3,7078.10634707,58762334.87939782,Friday,8301.98530482982
2018-03-17,8255.5,8345.6,7732.2,7860.0,6531.59842998,52699260.25381394,Saturday,8068.355827254264
2018-03-18,7842.8,8288.0,7319.0,8170.0,8957.20919635,68812703.4052012,Sunday,7682.382078699456
2018-03-19,8167.0,8683.0,8070.0,8615.2,9557.50656789,79743055.229392,Monday,8343.499914224678
2018-03-20,8615.2,9024.6,8300.6,8893.0,7681.1506029,66004633.58777972,Tuesday,8593.065935051427
2018-03-21,8895.9,9178.9,8760.0,8890.4,6905.9277030700005,61989895.8089121,Wednesday,8976.331417624711
2018-03-22,8898.7,9100.0,8483.6,8713.9,7305.84685973,64057903.21544622,Thursday,8768.032569712745
2018-03-23,8713.9,8919.9,8300.0,8908.0,7043.93636268,59856001.33821818,Friday,8497.521592521149
2018-03-24,8905.0,8998.9,8500.7,8535.0,4819.94199067,42581075.88125858,Saturday,8834.354430755204
2018-03-25,8535.1,8664.0,8364.9,8450.8,4152.14647351,35338876.79880924,Sunday,8510.989923950267
2018-03-26,8453.0,8495.6,7850.1,8137.4,6615.21171365,54137807.20467287,Monday,8183.835914573
2018-03-27,8140.1,8208.5,7738.0,7797.9,7595.07499888,60387622.43007349,Tuesday,7950.892181970355
2018-03-28,7789.9,8095.0,7740.0,7941.9,6082.32017215,48175857.86470419,Wednesday,7920.638259934748
2018-03-29,7928.2,7975.8,6978.0,7238.3,10809.92239174,80718158.42695369,Thursday,7467.043286881641
2018-03-30,7251.5,7400.0,6570.3,6844.9,12147.6214881,83760403.36245498,Friday,6895.210181228315
2018-03-31,6844.9,7208.0,6790.0,6931.4,8112.16155853,56873637.13033165,Saturday,7010.910312865822
2018-04-01,6921.5,7043.9,6432.8,6813.4,8373.15372856,56613462.68927764,Sunday,6761.306972804608
2018-04-02,6811.1,7117.1,6774.4,7053.5,7177.20361629,50108083.90217288,Monday,6981.560867026714
2018-04-03,7059.8,7504.5,7015.0,7409.4,7240.370991,52957970.21386513,Tuesday,7314.261973549904
2018-04-04,7405.0,7419.0,6706.0,6797.4,7610.56372397,53848894.05801807,Wednesday,7075.5460450869405
2018-04-05,6795.7,6899.8,6571.5,6770.2,7443.41970229,50223077.58075781,Thursday,6747.31233619763
2018-04-06,6766.8,6853.8,6501.0,6609.3,6777.55142388,45016491.77458603,Friday,6641.999294313739
2018-04-07,6600.2,7170.9,6595.0,6889.1,6902.67289105,47509483.6008236,Saturday,6882.766190822162
2018-04-08,6894.9,7110.0,6887.7,7024.4,5500.75709056,38459806.89980091,Sunday,6991.729732222287
